Manufacturer,Model,Engine size,Fuel type,Year of manufacture,Mileage,Price
Ford,Focus,1.6,Diesel,2006,54783,12948
Ford,Mondeo,1.6,Diesel,1997,139185,3826
BMW,Z4,2.4,Petrol,2019,28483,46462
VW,Polo,2.0,Petrol,2004,166509,3708
BMW,M5,4.4,Petrol,2022,6494,156139
VW,Passat,2.0,Petrol,2010,39241,20735
Ford,Fiesta,1.2,Petrol,2016,28965,16762
VW,Passat,1.4,Diesel,1990,198185,1442
Ford,Focus,2.0,Petrol,1991,200567,1642
Ford,Mondeo,1.4,Diesel,2016,37770,25947
Ford,Fiesta,1.2,Petrol,2006,117426,4746
VW,Golf,1.6,Hybrid,2015,66489,20996
Ford,Focus,2.0,Diesel,2008,71578,14823
Toyota,Prius,1.8,Hybrid,1987,142056,2438
VW,Passat,1.4,Diesel,2003,132383,5955
VW,Passat,1.4,Diesel,2022,8316,48191
Ford,Focus,2.0,Petrol,2012,58345,20106
VW,Passat,1.6,Diesel,2001,136801,5380
Ford,Focus,1.0,Petrol,2014,65881,15467
Ford,Mondeo,1.8,Diesel,2000,76540,7904
Porsche,911,3.0,Petrol,1985,220785,2650
Toyota,Yaris,1.4,Hybrid,2004,115706,6316
VW,Polo,1.4,Petrol,2020,13415,26437
VW,Golf,1.2,Petrol,2016,49717,18036
BMW,X3,2.4,Diesel,2002,96481,10600
Ford,Fiesta,1.2,Petrol,2006,99049,5444
Toyota,Yaris,1.2,Petrol,2014,77362,12526
Toyota,RAV4,2.4,Petrol,2016,18127,44557
VW,Passat,2.0,Diesel,2003,155849,5888
Ford,Focus,2.0,Petrol,1994,137972,3399
BMW,Z4,3.0,Petrol,1988,186655,2052
VW,Polo,1.0,Petrol,2007,112334,4940
Toyota,Yaris,1.4,Hybrid,1996,167567,2442
VW,Passat,1.8,Petrol,1996,167067,3038
Porsche,Cayenne,4.0,Petrol,2006,81623,25782
BMW,M5,4.4,Petrol,1989,211754,3841
Porsche,Cayenne,3.5,Petrol,2015,63031,49803
Ford,Focus,1.8,Petrol,2005,72257,10915
Toyota,Prius,1.8,Hybrid,1992,154450,3075
Ford,Mondeo,1.4,Diesel,2009,16760,18332
Toyota,Prius,1.4,Hybrid,2006,107221,10000
VW,Polo,1.4,Petrol,1990,75189,2457
Ford,Focus,1.0,Petrol,1991,189446,1279
VW,Passat,1.4,Diesel,2017,42703,28449
VW,Golf,1.4,Petrol,1996,130664,2892
VW,Polo,1.6,Petrol,2014,55254,14834
Ford,Mondeo,1.8,Diesel,2010,65624,16565
Ford,Focus,1.4,Petrol,2012,9362,22386
VW,Passat,1.8,Diesel,1994,203297,2041
Ford,Focus,1.6,Petrol,2013,50968,20142
BMW,X3,3.0,Diesel,1996,196324,3544
Ford,Mondeo,2.0,Diesel,2002,103921,7836
VW,Polo,1.4,Petrol,2012,54852,12174
Ford,Fiesta,1.4,Petrol,1996,139247,2218
VW,Golf,1.8,Petrol,2005,89277,8150
Porsche,718 Cayman,2.0,Petrol,2013,40615,32024
Ford,Focus,1.6,Petrol,2003,192828,3498
VW,Polo,1.4,Petrol,2021,10446,28708
VW,Polo,1.4,Petrol,2005,81978,6375
Porsche,Cayenne,2.6,Petrol,1989,178190,3145
Toyota,Yaris,1.4,Petrol,2004,122802,4984
Ford,Focus,1.6,Petrol,2019,32007,33683
Ford,Focus,1.6,Hybrid,2012,84591,18094
Ford,Mondeo,1.4,Diesel,2004,140109,5666
Ford,Mondeo,2.0,Diesel,2002,189235,3927
Ford,Fiesta,1.4,Petrol,2009,41655,10538
Toyota,Yaris,1.2,Petrol,2018,27953,22305
VW,Golf,1.4,Petrol,1987,207132,833
Ford,Focus,1.6,Petrol,2018,32042,31505
Ford,Focus,2.0,Petrol,2002,81688,8832
Toyota,Prius,1.8,Hybrid,2012,62317,23159
VW,Passat,1.4,Diesel,2001,88880,7225
VW,Passat,2.0,Diesel,2005,50558,14559
Ford,Focus,2.0,Petrol,2005,24135,15488
VW,Passat,1.8,Petrol,2008,118455,10002
VW,Polo,1.4,Petrol,2003,180909,2568
VW,Passat,2.0,Diesel,1996,78231,6664
Ford,Focus,1.8,Diesel,2010,74264,15780
Porsche,911,2.2,Petrol,2016,36143,74311
Toyota,RAV4,2.4,Hybrid,2012,73345,29214
Toyota,Yaris,1.2,Hybrid,2016,35313,22449
VW,Polo,1.6,Diesel,2018,29461,23765
Porsche,718 Cayman,4.0,Petrol,2005,85066,19887
VW,Golf,2.0,Petrol,2016,34920,25462
Toyota,RAV4,2.0,Hybrid,2002,79908,13092
Toyota,Prius,1.8,Hybrid,2010,67474,19593
VW,Polo,1.4,Petrol,1998,103831,3418
Toyota,Prius,1.8,Hybrid,1998,103133,6857
Toyota,Yaris,1.4,Petrol,2005,104248,6131
Toyota,Yaris,1.2,Hybrid,1987,292142,402
VW,Polo,2.0,Petrol,2013,44755,16563
BMW,M5,5.0,Petrol,2019,25716,122834
Porsche,718 Cayman,2.4,Petrol,2020,20751,62723
Toyota,Prius,1.0,Hybrid,1995,226348,1499
Toyota,Prius,1.4,Hybrid,1996,152612,3595
VW,Passat,1.6,Diesel,2014,24070,27756
VW,Passat,1.4,Diesel,2019,40526,32937
Toyota,Prius,1.8,Hybrid,1989,215856,1482
Ford,Fiesta,1.4,Hybrid,2021,16190,32554
BMW,Z4,2.4,Petrol,1999,98012,7785
Toyota,Prius,1.0,Hybrid,1994,183285,2053
VW,Passat,1.6,Diesel,1995,52769,6593
VW,Polo,1.6,Petrol,2008,86348,8074
BMW,M5,5.0,Petrol,1988,213898,3757
VW,Golf,1.8,Petrol,2001,52817,7970
Toyota,Prius,1.0,Hybrid,2006,62485,11558
Toyota,Yaris,1.0,Petrol,1990,182533,1015
VW,Passat,1.8,Diesel,1996,156148,3494
Porsche,Cayenne,4.0,Diesel,2014,54576,55220
Ford,Focus,1.8,Petrol,2016,31946,29261
VW,Passat,1.4,Diesel,2014,65418,20178
Toyota,RAV4,2.4,Petrol,1989,168463,2534
VW,Polo,2.0,Petrol,1999,159895,2808
VW,Polo,1.2,Petrol,2007,118908,5148
Toyota,Yaris,1.2,Hybrid,2006,116463,6643
Toyota,Prius,1.0,Hybrid,1994,153254,2645
Toyota,Prius,1.4,Hybrid,1995,253825,1379
VW,Polo,1.2,Petrol,2018,32561,19253
Ford,Fiesta,1.0,Petrol,2009,62249,7827
VW,Polo,1.2,Petrol,2003,81501,5182
VW,Polo,2.0,Petrol,2000,132357,3753
Ford,Mondeo,2.0,Diesel,1997,42515,8493
Ford,Fiesta,1.4,Petrol,1997,136830,2417
BMW,M5,5.0,Petrol,2018,34636,109168
Toyota,RAV4,2.0,Hybrid,1999,149994,6303
VW,Passat,1.6,Diesel,1988,263011,749
BMW,Z4,2.2,Petrol,2005,137715,8209
Porsche,911,2.2,Petrol,2019,28588,94831
Toyota,Yaris,1.4,Petrol,1987,187464,942
Toyota,Yaris,1.4,Hybrid,2009,70495,12187
BMW,X3,2.4,Petrol,2011,66393,22658
Ford,Focus,1.4,Petrol,2015,41592,22804
Ford,Fiesta,1.4,Petrol,1992,130682,1818
VW,Polo,1.0,Diesel,2011,87146,8140
Ford,Mondeo,1.6,Petrol,1998,117348,4621
VW,Golf,1.8,Hybrid,1994,70718,5339
VW,Polo,1.6,Diesel,1984,279988,330
BMW,M5,4.0,Petrol,2001,189612,9906
VW,Passat,1.4,Petrol,1996,209536,1853
Ford,Focus,1.4,Petrol,2009,106525,9856
Ford,Focus,1.0,Hybrid,2015,35252,24016
Toyota,Yaris,1.2,Petrol,2001,192276,2127
Toyota,Yaris,1.0,Hybrid,2009,76845,9867
VW,Passat,1.4,Diesel,1992,223683,1313
Toyota,Yaris,1.4,Petrol,2000,206237,1901
Ford,Focus,1.8,Petrol,2001,126853,5615
Toyota,Prius,1.0,Hybrid,1996,62867,5919
Ford,Focus,2.0,Petrol,2006,139197,7492
Toyota,Yaris,1.4,Hybrid,2002,139218,4600
Ford,Focus,1.8,Diesel,2017,36844,31914
BMW,M5,4.0,Petrol,1994,247984,3677
VW,Polo,1.4,Petrol,1992,163913,1424
VW,Golf,1.2,Diesel,2018,21385,25561
Ford,Mondeo,2.0,Diesel,1994,194186,2206
Toyota,RAV4,1.8,Hybrid,1991,163442,3138
BMW,Z4,2.4,Petrol,2004,118840,9299
Ford,Focus,1.6,Petrol,2000,105543,5825
Toyota,Yaris,1.4,Hybrid,2007,75104,10339
Toyota,Prius,1.4,Hybrid,2012,13532,27279
Ford,Fiesta,1.0,Petrol,1993,215935,798
Ford,Focus,2.0,Petrol,2016,46115,28344
BMW,X3,3.0,Diesel,2018,31445,52673
VW,Polo,1.2,Petrol,1993,95015,2418
Ford,Focus,1.8,Petrol,2010,59551,16564
VW,Passat,1.6,Diesel,2005,153835,6118
Toyota,RAV4,2.0,Hybrid,2005,129614,11073
Ford,Mondeo,1.6,Diesel,2004,25142,13407
Porsche,911,3.0,Petrol,1995,144463,9945
Toyota,Yaris,1.4,Petrol,2018,34964,23135
VW,Golf,1.2,Petrol,2004,77356,6765
VW,Polo,1.2,Petrol,1991,166762,1204
Ford,Mondeo,1.4,Diesel,2016,37187,26037
VW,Golf,2.0,Petrol,2006,96345,8730
Ford,Mondeo,2.0,Diesel,2016,27796,32864
Ford,Mondeo,2.0,Diesel,1995,176335,2752
Ford,Mondeo,1.4,Diesel,2018,19657,32880
VW,Passat,1.6,Diesel,2002,97423,7765
VW,Polo,1.4,Petrol,2006,19531,10057
Porsche,911,3.5,Petrol,1999,106936,18779
BMW,Z4,2.4,Petrol,1998,157377,4582
Ford,Mondeo,1.6,Petrol,2019,29495,33862
VW,Golf,2.0,Petrol,2017,51470,24619
Ford,Focus,1.8,Diesel,2001,110764,6669
BMW,Z4,2.2,Petrol,2016,48284,32374
Ford,Fiesta,1.0,Petrol,2000,151701,2213
Ford,Fiesta,1.4,Petrol,2002,96635,4583
BMW,M5,4.4,Petrol,1997,50122,22997
Toyota,Yaris,1.4,Petrol,1992,228292,915
Porsche,Cayenne,2.6,Diesel,2016,34687,57428
VW,Golf,1.4,Petrol,2018,24236,25880
VW,Passat,1.6,Diesel,2016,45609,27953
Toyota,Prius,1.0,Hybrid,2007,96115,9802
VW,Golf,1.6,Diesel,2019,30707,29932
Ford,Mondeo,1.6,Diesel,2001,45608,9733
Ford,Mondeo,1.4,Diesel,2003,176573,3917
BMW,X3,2.4,Diesel,2010,85651,19520
Ford,Focus,2.0,Diesel,2018,34058,36553
VW,Polo,1.2,Petrol,2016,57050,14512
Porsche,911,2.6,Petrol,1999,102714,16699
VW,Golf,1.2,Petrol,2002,79473,5835
Ford,Fiesta,1.4,Petrol,2003,113034,4339
VW,Polo,1.6,Petrol,1994,290763,554
Porsche,Cayenne,3.5,Petrol,1999,150827,8938
Ford,Focus,1.0,Petrol,2005,99479,6720
Porsche,911,3.0,Petrol,2003,196874,10884
Porsche,718 Cayman,2.4,Petrol,1997,135923,6170
BMW,M5,4.4,Petrol,2019,29988,112461
VW,Golf,2.0,Diesel,1987,421979,135
Toyota,Prius,1.8,Hybrid,1994,196938,2447
Ford,Fiesta,1.0,Diesel,2001,135556,2829
Toyota,RAV4,2.0,Hybrid,2003,160664,7536
VW,Golf,2.0,Diesel,1986,148346,1617
Ford,Focus,1.8,Diesel,1998,102963,5787
Ford,Mondeo,1.6,Diesel,1996,182803,2489
BMW,Z4,3.0,Petrol,2010,71007,21888
Toyota,RAV4,2.4,Hybrid,2003,68857,16523
VW,Passat,1.8,Diesel,2007,107008,10712
Toyota,RAV4,1.8,Hybrid,2012,63089,27083
Ford,Focus,1.4,Diesel,1990,213005,1208
Ford,Fiesta,1.4,Petrol,2017,20811,20260
Ford,Fiesta,1.2,Petrol,1998,202379,1376
VW,Passat,1.6,Diesel,2021,16378,46176
Toyota,Yaris,1.0,Hybrid,2020,19329,29298
Ford,Fiesta,1.0,Petrol,1994,244686,656
Porsche,911,2.2,Petrol,2009,84171,34180
Ford,Fiesta,1.4,Petrol,2004,115671,4546
Ford,Mondeo,1.4,Diesel,2012,88575,14269
VW,Golf,1.4,Petrol,2011,88803,10759
Toyota,Yaris,1.2,Petrol,2006,147469,4334
VW,Polo,1.2,Petrol,2004,79278,5625
Toyota,Prius,1.4,Hybrid,1992,205863,1745
Ford,Focus,2.0,Diesel,2015,14142,33457
Ford,Focus,1.4,Petrol,2002,198969,2900
VW,Golf,2.0,Petrol,2016,28858,26372
Ford,Mondeo,2.0,Diesel,2017,21468,36400
Ford,Fiesta,1.4,Petrol,2008,153509,4397
Porsche,911,2.2,Petrol,2008,88581,30999
VW,Passat,1.4,Diesel,2011,83081,14657
Ford,Fiesta,1.0,Petrol,1985,265191,298
Ford,Mondeo,1.4,Diesel,2016,49024,24234
VW,Golf,1.2,Diesel,2007,53197,10169
Ford,Focus,1.8,Diesel,2009,75424,14646
VW,Golf,2.0,Diesel,2011,71972,15168
Ford,Mondeo,1.6,Diesel,1999,84546,6596
Ford,Focus,1.6,Petrol,2001,159923,4053
BMW,X3,2.0,Diesel,1993,112864,4704
Toyota,Prius,1.4,Hybrid,2009,97414,13128
Toyota,RAV4,2.2,Hybrid,2013,62205,32191
Ford,Focus,1.4,Petrol,1993,219779,1322
Toyota,Prius,1.0,Hybrid,2015,45754,23409
Ford,Mondeo,1.6,Diesel,1999,70090,7282
Toyota,Prius,1.8,Hybrid,2008,113849,12328
VW,Golf,1.6,Diesel,2002,103620,5954
Toyota,Yaris,1.2,Petrol,2013,87674,10907
BMW,M5,4.4,Petrol,2005,16161,47767
Toyota,Prius,1.8,Hybrid,2004,171788,5921
Ford,Focus,1.0,Diesel,1995,143135,2588
VW,Golf,2.0,Diesel,2004,63539,10058
Toyota,RAV4,2.4,Hybrid,1993,214645,2655
Toyota,Yaris,1.2,Petrol,1989,148035,1389
Toyota,Prius,1.0,Hybrid,2009,68570,13563
VW,Polo,1.0,Petrol,2001,107814,3425
VW,Passat,2.0,Diesel,1988,225315,1184
Toyota,RAV4,2.4,Hybrid,2009,65290,25238
VW,Polo,1.2,Petrol,1995,133257,2068
Toyota,Yaris,1.4,Hybrid,2015,34694,22766
Toyota,Prius,1.8,Hybrid,1998,213737,2752
VW,Golf,2.0,Hybrid,2017,34612,32721
VW,Passat,2.0,Petrol,1995,37884,7689
Ford,Fiesta,1.4,Petrol,2001,115834,3718
Porsche,911,3.0,Petrol,2017,22217,100456
VW,Golf,1.2,Petrol,2019,39554,23438
Ford,Focus,1.0,Diesel,2004,94084,6864
Toyota,Yaris,1.0,Hybrid,2018,39382,22858
BMW,X3,2.0,Petrol,1989,240313,1164
Toyota,Yaris,1.4,Hybrid,2009,30538,15633
VW,Golf,1.2,Petrol,1999,94662,4292
VW,Passat,1.8,Diesel,1998,108382,5819
VW,Passat,1.8,Petrol,1987,196406,1295
Ford,Mondeo,1.6,Diesel,2022,5923,49371
VW,Golf,1.2,Petrol,2017,18244,23170
Ford,Mondeo,1.8,Diesel,1997,178419,2931
Toyota,Yaris,1.0,Hybrid,1988,329916,273
BMW,M5,4.4,Petrol,2012,113661,40257
VW,Golf,2.0,Diesel,2009,65257,13880
VW,Passat,1.8,Diesel,1987,105188,2862
VW,Polo,2.0,Petrol,2006,80654,8220
Toyota,Yaris,1.2,Petrol,2019,24036,24376
Porsche,718 Cayman,4.0,Petrol,1996,257193,2588
Toyota,Yaris,1.0,Hybrid,2016,26063,21614
Porsche,911,2.6,Petrol,1997,186833,7413
BMW,M5,4.0,Petrol,2013,30182,71796
Ford,Mondeo,1.8,Hybrid,2007,89677,13146
VW,Polo,2.0,Petrol,2012,28450,17060
VW,Passat,1.4,Diesel,2009,70269,14000
VW,Polo,1.2,Petrol,1994,107899,2351
Porsche,911,2.2,Petrol,1993,151347,7047
BMW,M5,5.0,Petrol,1997,222894,6315
Toyota,Yaris,1.4,Petrol,2004,145979,4147
Porsche,718 Cayman,2.4,Petrol,1990,224885,1807
Toyota,Yaris,1.2,Petrol,1989,186301,1006
Ford,Focus,1.6,Diesel,2018,22122,34995
Toyota,RAV4,2.0,Hybrid,1990,192555,2412
Ford,Mondeo,1.6,Petrol,2018,32431,31147
VW,Polo,1.2,Petrol,1989,112074,1633
Ford,Fiesta,1.4,Petrol,2011,81584,9292
Ford,Mondeo,1.4,Petrol,2007,75609,10654
Ford,Mondeo,2.0,Diesel,2004,144846,6518
Ford,Fiesta,1.4,Petrol,2011,78539,9490
VW,Passat,1.6,Diesel,2008,87853,12407
VW,Golf,2.0,Diesel,2022,5765,46830
Toyota,Prius,1.0,Hybrid,1992,286694,701
Toyota,RAV4,1.8,Hybrid,1984,386793,246
Toyota,Yaris,1.4,Petrol,2003,153264,3656
Ford,Fiesta,1.2,Petrol,1997,156938,1901
VW,Golf,1.4,Petrol,2003,172827,3265
BMW,Z4,3.0,Petrol,2017,31172,44765
Ford,Mondeo,1.8,Diesel,2010,98710,13165
Toyota,Prius,1.0,Hybrid,1993,194957,1736
Ford,Focus,1.8,Petrol,2018,20377,35693
VW,Golf,1.6,Petrol,2003,96519,6385
Toyota,Yaris,1.0,Petrol,1989,184827,930
VW,Golf,1.6,Petrol,1999,128140,3852
VW,Passat,1.8,Diesel,1997,196164,2655
VW,Golf,1.2,Petrol,1992,261223,658
VW,Passat,1.6,Diesel,1993,155781,2705
Toyota,Yaris,1.4,Hybrid,1995,246209,1138
Toyota,Prius,1.0,Hybrid,2002,121032,5830
BMW,X3,2.0,Diesel,2018,14227,47334
Toyota,RAV4,2.2,Hybrid,2000,86325,11492
Ford,Focus,1.4,Diesel,1997,117815,4270
VW,Golf,1.6,Petrol,2001,17883,9225
Toyota,Prius,1.0,Hybrid,1997,140879,3573
Toyota,Yaris,1.4,Hybrid,2005,19194,12762
Toyota,Yaris,1.2,Petrol,2010,86804,8985
VW,Passat,1.4,Diesel,2015,37338,25711
Porsche,Cayenne,3.0,Diesel,1986,229781,1840
BMW,Z4,2.2,Petrol,2005,157668,6979
VW,Passat,1.4,Diesel,1995,234240,1457
BMW,Z4,2.2,Petrol,1988,220415,1303
Ford,Focus,1.4,Petrol,1995,212686,1610
BMW,Z4,2.4,Petrol,1991,218082,1698
Ford,Focus,1.0,Diesel,2008,135332,6555
Toyota,Yaris,1.0,Petrol,1993,228202,827
VW,Golf,1.2,Hybrid,2015,57663,19257
Ford,Fiesta,1.4,Petrol,2005,51618,7592
Toyota,Yaris,1.2,Petrol,1994,113885,2536
Toyota,Prius,1.4,Hybrid,2010,106385,13138
Ford,Focus,1.8,Petrol,2016,43227,27368
Toyota,Yaris,1.0,Petrol,2011,91742,8466
BMW,M5,4.4,Petrol,2021,16697,138395
BMW,X3,3.0,Petrol,2003,150918,7917
Ford,Focus,1.8,Diesel,1987,295581,522
VW,Polo,2.0,Petrol,2009,82909,9884
BMW,X3,2.4,Diesel,1998,103410,7718
Ford,Fiesta,1.4,Petrol,2004,105285,4915
Toyota,RAV4,2.4,Hybrid,1997,98711,8993
Ford,Fiesta,1.0,Petrol,2012,73981,8844
VW,Golf,1.8,Petrol,1994,189268,1764
Porsche,Cayenne,3.0,Petrol,2004,137506,12863
Ford,Focus,2.0,Diesel,2012,58525,21086
VW,Polo,1.6,Diesel,2006,109943,6249
Toyota,Yaris,1.2,Hybrid,2000,95946,5186
Ford,Fiesta,1.2,Petrol,1994,191696,1158
VW,Golf,1.6,Diesel,2014,53074,18740
VW,Passat,1.8,Diesel,1999,67804,8285
Ford,Focus,1.8,Diesel,2000,117924,5909
Ford,Focus,1.6,Diesel,2007,129715,8108
VW,Passat,1.8,Diesel,2016,67627,25765
Ford,Mondeo,1.4,Diesel,1999,135313,4218
Toyota,RAV4,2.4,Hybrid,2003,141083,9691
Toyota,Prius,1.4,Hybrid,2015,62703,24883
BMW,X3,2.0,Diesel,2002,92518,9956
VW,Polo,1.2,Petrol,2012,98310,8380
VW,Polo,2.0,Petrol,2004,133527,4855
VW,Polo,1.0,Petrol,2002,168436,2257
Porsche,Cayenne,4.0,Petrol,1989,307838,1191
VW,Passat,2.0,Petrol,1999,200268,2937
Porsche,718 Cayman,2.0,Petrol,2011,89018,20402
Ford,Mondeo,1.8,Diesel,2011,44273,20273
VW,Golf,2.0,Hybrid,2017,21699,35219
BMW,Z4,2.4,Petrol,2013,69845,24098
Ford,Fiesta,1.2,Petrol,2005,165552,3015
VW,Golf,1.8,Petrol,2007,60414,11328
BMW,X3,3.0,Petrol,2007,45920,22104
BMW,M5,4.4,Petrol,2008,97781,34690
Toyota,RAV4,2.4,Hybrid,2018,34985,55535
Ford,Focus,1.4,Petrol,2007,157600,5767
BMW,Z4,2.0,Petrol,2021,7904,54218
Ford,Mondeo,1.4,Diesel,2016,11650,30045
Toyota,Yaris,1.2,Petrol,2009,9073,13571
Toyota,Yaris,1.2,Hybrid,2018,54123,22870
VW,Passat,1.6,Petrol,1999,134112,4581
Ford,Mondeo,2.0,Diesel,2014,52085,24870
VW,Polo,2.0,Petrol,2013,18862,19240
Ford,Focus,1.0,Petrol,2007,84637,8538
Ford,Fiesta,1.4,Petrol,2017,22890,20028
VW,Polo,1.2,Petrol,2017,49151,16303
Ford,Fiesta,1.4,Petrol,2010,83211,8595
Toyota,Prius,1.4,Hybrid,2019,21205,41726
Toyota,Prius,1.0,Hybrid,1995,272193,982
Ford,Fiesta,1.2,Petrol,2011,48593,10685
Ford,Focus,2.0,Petrol,2012,102105,14867
VW,Passat,1.8,Diesel,2015,44555,27916
Toyota,Yaris,1.4,Petrol,2016,47875,18733
Toyota,Prius,1.4,Hybrid,2007,86866,12390
Ford,Fiesta,1.0,Petrol,2002,149011,2584
VW,Polo,1.4,Petrol,1990,251224,575
BMW,X3,2.0,Petrol,1992,185033,2329
VW,Polo,1.0,Petrol,2008,152101,3858
Porsche,Cayenne,3.0,Petrol,1995,203249,4052
VW,Passat,1.6,Petrol,1989,313365,473
VW,Passat,2.0,Diesel,2017,53686,31772
Porsche,911,2.2,Petrol,1992,198948,4396
Ford,Focus,1.4,Petrol,1988,286467,511
Ford,Focus,1.8,Diesel,2010,78297,15352
Ford,Focus,1.0,Petrol,1993,151504,2015
Toyota,Yaris,1.2,Hybrid,2002,73992,6910
Ford,Fiesta,1.4,Petrol,1999,180845,1917
Toyota,Yaris,1.4,Petrol,2006,92667,7130
Ford,Fiesta,1.4,Petrol,1998,143456,2450
VW,Passat,2.0,Petrol,2013,49574,23780
Ford,Mondeo,2.0,Diesel,2020,15704,45881
VW,Golf,1.6,Diesel,2022,8678,41259
Ford,Mondeo,2.0,Diesel,1985,313881,401
VW,Polo,1.6,Petrol,1999,97024,4105
Ford,Mondeo,1.6,Diesel,2013,47287,21440
Toyota,Yaris,1.4,Hybrid,2017,44557,24524
Toyota,Yaris,1.2,Petrol,2016,33794,18874
VW,Golf,1.4,Diesel,2010,77781,11412
VW,Golf,1.6,Petrol,1995,134384,2809
Ford,Focus,1.0,Petrol,2013,62192,14824
Toyota,Yaris,1.4,Petrol,2021,11664,32181
Toyota,RAV4,1.8,Hybrid,2018,25851,50691
VW,Polo,1.2,Petrol,2008,40495,9432
Ford,Mondeo,2.0,Diesel,2020,2798,49085
Toyota,Yaris,1.0,Petrol,2013,67120,11461
VW,Polo,1.2,Petrol,2019,20739,22005
VW,Golf,1.6,Hybrid,1995,152242,2918
Ford,Mondeo,1.4,Diesel,2011,63779,15806
Ford,Mondeo,1.4,Diesel,2004,114265,6933
BMW,Z4,2.2,Petrol,2015,64200,27366
Ford,Focus,1.0,Petrol,1992,233242,925
Toyota,RAV4,2.0,Hybrid,1988,261381,1132
Toyota,RAV4,2.4,Hybrid,2002,104486,12030
BMW,Z4,2.0,Petrol,2019,22436,43883
Toyota,RAV4,1.8,Hybrid,1986,200182,1639
Toyota,Yaris,1.4,Hybrid,1995,88500,4233
Ford,Focus,1.6,Diesel,2000,202034,2773
Ford,Fiesta,1.4,Petrol,2016,38738,17101
VW,Polo,1.4,Petrol,2008,91273,7293
VW,Golf,1.8,Diesel,1989,160250,1699
BMW,X3,2.4,Petrol,2005,123261,10087
Ford,Focus,1.6,Petrol,2000,151999,4049
Ford,Fiesta,1.4,Petrol,2004,125894,4202
Toyota,Prius,1.8,Hybrid,1994,224523,1913
VW,Polo,1.4,Diesel,2002,148844,3300
Toyota,Yaris,1.4,Petrol,2010,96171,9077
Ford,Fiesta,1.2,Hybrid,2008,76058,8779
Ford,Mondeo,1.6,Diesel,2000,115113,5640
VW,Polo,1.2,Petrol,2005,161842,3192
VW,Polo,1.4,Petrol,1995,154533,1881
Toyota,Yaris,1.0,Petrol,2015,41905,15361
VW,Polo,1.4,Petrol,2014,61880,13297
Toyota,Prius,1.0,Hybrid,2001,109797,5940
Porsche,911,3.5,Petrol,2000,77973,24697
VW,Golf,1.6,Petrol,1995,109236,3410
VW,Passat,1.8,Diesel,1994,172410,2668
Toyota,RAV4,1.8,Petrol,2011,61253,21368
Toyota,RAV4,1.8,Petrol,2021,19810,53360
Toyota,RAV4,2.0,Petrol,2011,72372,20927
Toyota,Yaris,1.2,Hybrid,2012,84535,12518
Ford,Mondeo,1.8,Diesel,2020,24553,41458
Ford,Focus,1.6,Hybrid,2015,68158,24721
Toyota,Yaris,1.2,Hybrid,1999,163089,2867
Ford,Mondeo,1.4,Hybrid,1998,235408,1905
Toyota,Yaris,1.0,Petrol,2003,94162,4881
Toyota,RAV4,1.8,Hybrid,1993,177147,3193
Toyota,RAV4,2.4,Petrol,2016,47825,37490
BMW,Z4,2.4,Petrol,2009,82430,16940
Ford,Focus,1.8,Petrol,1990,194979,1530
VW,Golf,2.0,Petrol,2002,177334,3513
Ford,Mondeo,1.6,Petrol,2002,129016,5513
Ford,Mondeo,1.4,Petrol,2014,82749,16176
Porsche,718 Cayman,4.0,Petrol,2003,109704,14555
VW,Polo,1.4,Petrol,2007,91723,6801
Toyota,Prius,1.4,Hybrid,2000,115031,6321
Toyota,Yaris,1.4,Hybrid,2019,44823,27976
VW,Golf,1.8,Petrol,2004,124745,5856
VW,Passat,1.6,Diesel,2011,90563,14865
Ford,Focus,1.6,Petrol,2018,37964,30429
Porsche,Cayenne,2.6,Diesel,1999,152758,7962
VW,Golf,1.8,Diesel,2008,91210,10310
Ford,Fiesta,1.4,Petrol,1989,217825,711
Toyota,RAV4,2.4,Hybrid,2008,85517,20576
Ford,Mondeo,1.6,Diesel,2016,25907,29711
Toyota,RAV4,1.8,Hybrid,1995,214973,2620
Ford,Fiesta,1.2,Petrol,1993,260170,583
Ford,Focus,1.0,Diesel,2006,136204,5697
VW,Passat,2.0,Petrol,2016,43306,30185
Toyota,Prius,1.0,Hybrid,1993,237070,1190
Porsche,Cayenne,3.5,Petrol,2014,56871,48481
VW,Golf,1.2,Petrol,2010,68181,10736
VW,Passat,2.0,Diesel,2016,19617,36345
Ford,Fiesta,1.4,Petrol,2010,108486,7160
VW,Passat,1.4,Diesel,1994,150484,2825
Ford,Fiesta,1.2,Petrol,2008,105352,5939
Toyota,RAV4,1.8,Petrol,2018,30850,41055
Ford,Focus,1.6,Petrol,1995,65011,5544
Ford,Focus,1.6,Diesel,2005,74781,10623
Porsche,Cayenne,2.6,Petrol,2005,155675,11044
VW,Passat,1.8,Diesel,2016,19704,34463
BMW,M5,4.0,Petrol,1985,242477,2123
BMW,X3,3.0,Diesel,2016,32692,45766
Toyota,Prius,1.0,Hybrid,1998,156626,3359
VW,Polo,1.4,Petrol,2013,25144,15546
Porsche,911,3.0,Petrol,2010,99683,38187
Toyota,Yaris,1.2,Petrol,2002,117436,4208
VW,Golf,1.6,Diesel,2008,80062,10511
Ford,Fiesta,1.0,Petrol,1995,190138,1145
Porsche,718 Cayman,2.4,Petrol,2019,31984,55066
Porsche,Cayenne,3.5,Petrol,2016,52775,56853
Ford,Fiesta,1.0,Petrol,1997,88334,2945
